Tab,Primary line of business,Share Latino-led,Outside PR
All CDFIs,All CDFI types,.129, .071
All CDFIs,Credit unions,.225, .066
All CDFIs,Loan funds,.119,.1147
All CDFIs,Banks,.011, .011
Loan funds,All loan funds,.12
Loan funds,Business,.09
Loan funds,Micro,.19
Loan funds,Commercial RE,.10
Loan funds,Multifamily,.16
Loan funds,Single family,.05
Loan funds,Consumer,.1429
